web-scraper-order,web-scraper-start-url,topLevelCategory,topLevelCategory-href,rank,image-src,title,pages,pages-href,url,ratings,price,reviewCount
1615398458-15169,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Collectible Currencies,https://www.amazon.com/Best-Sellers-Collectible-Coins/zgbs/coins/ref=zg_bs_nav_0,#92,"https://images-na.ssl-images-amazon.com/images/I/71AqXcg9MGL._AC_UL200_SR200,200_.jpg",1986 S 1986 Statute of Liberty Ellis Island Silver Commemorative Dollar $1 Uncirculated BU US…,2,https://www.amazon.com/Best-Sellers-Collectible-Coins/zgbs/coins/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Statute-Liberty-Island-Commemorative-Uncirculated/dp/B07B3QSTN1/ref=zg_bs_coins_92?_encoding=UTF8&psc=1&refRID=1P9A464YMVA3DJ65ATVV,4.8 out of 5 stars,$36.95 ,16
1615398305-14047,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Tools & Home Improvement,https://www.amazon.com/Best-Sellers-Home-Improvement/zgbs/hi/ref=zg_bs_nav_0,#91,"https://images-na.ssl-images-amazon.com/images/I/81BiVE1ct8L._AC_UL200_SR200,200_.jpg","Hotodeal KN95 Face Mask 20 PCS, Filter Efficiency≥95%, 5 Ply Mask Against PM2.5",2,https://www.amazon.com/Best-Sellers-Home-Improvement/zgbs/hi/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Hotodeal-KN95-Mask-Efficiency%E2%89%A595-Against/dp/B08LH9XZP9/ref=zg_bs_hi_91?_encoding=UTF8&psc=1&refRID=TKSKV30H98R6PGTZBXJ5,4.5 out of 5 stars,$36.99 ,"27,252"
1615398435-14998,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Electronics,https://www.amazon.com/Best-Sellers-Electronics/zgbs/electronics/ref=zg_bs_nav_0,#74,"https://images-na.ssl-images-amazon.com/images/I/41V3rvBaeEL._AC_UL200_SR200,200_.jpg",Apple 60W MagSafe 2 Power Adapter (for MacBook Pro with 13-inch Retina Display),2,https://www.amazon.com/Best-Sellers-Electronics/zgbs/electronics/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Apple-MagSafe-Adapter-MacBook-13-inch/dp/B009VOFRYU/ref=zg_bs_electronics_74?_encoding=UTF8&psc=1&refRID=RP43F6J7MXWE8KYRCXKC,4.8 out of 5 stars,$38.00 ,"2,031"
1615398345-14313,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Office Products,https://www.amazon.com/Best-Sellers-Office-Products/zgbs/office-products/ref=zg_bs_nav_0,#52,"https://images-na.ssl-images-amazon.com/images/I/71AYsw9snZL._AC_UL200_SR200,200_.jpg","HP 902, 3 Ink Cartridges, Cyan, Magenta, Yellow, T6L86AN, T6L90AN, T6L94AN",2,https://www.amazon.com/Best-Sellers-Office-Products/zgbs/office-products/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/HP-Magenta-Original-Cartridges-OfficeJet/dp/B01BYKEEFQ/ref=zg_bs_office-products_52?_encoding=UTF8&psc=1&refRID=MY6ET4WAEYGAC9GRPZY8,4.6 out of 5 stars,$38.89 ,"8,461"
1615398458-15174,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Collectible Currencies,https://www.amazon.com/Best-Sellers-Collectible-Coins/zgbs/coins/ref=zg_bs_nav_0,#97,"https://images-na.ssl-images-amazon.com/images/I/71eSKkdnL-L._AC_UL200_SR200,200_.jpg",2010 S US Mint Proof Set 14 PC Beautiful Cameo Proof,2,https://www.amazon.com/Best-Sellers-Collectible-Coins/zgbs/coins/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/2010-Mint-Proof-Beautiful-Cameo/dp/B0753JM6PL/ref=zg_bs_coins_97?_encoding=UTF8&psc=1&refRID=1P9A464YMVA3DJ65ATVV,4.8 out of 5 stars,$38.99 ,42
1615398506-15496,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Baby,https://www.amazon.com/Best-Sellers-Baby/zgbs/baby-products/ref=zg_bs_nav_0,#62,"https://images-na.ssl-images-amazon.com/images/I/618ETbBUgQL._AC_UL200_SR200,200_.jpg","Regalo Easy Step 38.5-Inch Extra Wide Walk Thru Baby Gate, White Original version",2,https://www.amazon.com/Best-Sellers-Baby/zgbs/baby-products/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Regalo-39-Inch-6-Inch-Extension-Pressure/dp/B001OC5UMQ/ref=zg_bs_baby-products_62?_encoding=UTF8&psc=1&refRID=GH1T2XNEV04QX39FED35,4.5 out of 5 stars,$38.99 ,"42,510"
1615398387-14626,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Industrial & Scientific,https://www.amazon.com/Best-Sellers-Industrial-Scientific/zgbs/industrial/ref=zg_bs_nav_0,#59,"https://images-na.ssl-images-amazon.com/images/I/71V4nakSu2L._AC_UL200_SR200,200_.jpg",O-Cedar Easywring Microfiber Spin Mop & Bucket Floor Cleaning System with 3 Extra Refills,2,https://www.amazon.com/Best-Sellers-Industrial-Scientific/zgbs/industrial/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Cedar-Bucket-Microfiber-Cleaning-Refills/dp/B01MCVXNSG/ref=zg_bs_industrial_59?_encoding=UTF8&psc=1&refRID=V98CPCQDZJMMRMV6KP0A,4.7 out of 5 stars,$39.88 ,"10,111"
1615398470-15270,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Cell Phones & Accessories,https://www.amazon.com/Best-Sellers/zgbs/wireless/ref=zg_bs_nav_0,#91,"https://images-na.ssl-images-amazon.com/images/I/510lINnvICL._AC_UL200_SR200,200_.jpg",OtterBox COMMUTER SERIES Case for iPhone 12 Pro Max - BLACK,2,https://www.amazon.com/Best-Sellers/zgbs/wireless/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/OtterBox-Commuter-Case-iPhone-Pro/dp/B08DY7M44F/ref=zg_bs_wireless_91?_encoding=UTF8&psc=1&refRID=1THV2TZPVXAPF0V3PCGK,4.7 out of 5 stars,$39.95 ,"3,139"
1615398311-14069,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Sports Collectibles,https://www.amazon.com/Best-Sellers-Sports-Collectibles/zgbs/sports-collectibles/ref=zg_bs_nav_0,#62,"https://images-na.ssl-images-amazon.com/images/I/71oUk09MCYL._AC_UL200_SR200,200_.jpg",Hanger Box 2019 Topps Baseball Factory Sealed Series One with 67 Cards per Box Possible…,2,https://www.amazon.com/Best-Sellers-Sports-Collectibles/zgbs/sports-collectibles/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Hanger-Box-Baseball-Possible-Autographs/dp/B07N6P7B8G/ref=zg_bs_sports-collectibles_62?_encoding=UTF8&psc=1&refRID=KW9WK1T58HXRJBTEKAJC,4.5 out of 5 stars,$39.97 ,312
1615398352-14363,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Musical Instruments,https://www.amazon.com/Best-Sellers-Musical-Instruments/zgbs/musical-instruments/ref=zg_bs_nav_0,#51,"https://images-na.ssl-images-amazon.com/images/I/811S6Ynp3WL._AC_UL200_SR200,200_.jpg","Starry Light Projector, Smart WiFi Galaxy Projector Night Light, Compatible with Alexa and Smart…",2,https://www.amazon.com/Best-Sellers-Musical-Instruments/zgbs/musical-instruments/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Projector-Compatible-10-Color-Bluetooth-Suitable/dp/B08RS57BY3/ref=zg_bs_musical-instruments_51?_encoding=UTF8&psc=1&refRID=5A761TFMFTBZH5N5DGT7,4.6 out of 5 stars,$39.99 ,564
1615398451-15105,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Computers & Accessories,https://www.amazon.com/Best-Sellers-Computers-Accessories/zgbs/pc/ref=zg_bs_nav_0,#79,"https://images-na.ssl-images-amazon.com/images/I/510T-ozeqaL._AC_UL200_SR200,200_.jpg","SZPOWER 87W USB C Charger Power Adapter Compatible with MacBook Pro 15, 13 inch, New…",2,https://www.amazon.com/Best-Sellers-Computers-Accessories/zgbs/pc/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Charger-Adapter-MacBook-Thunderbolt-Indicator/dp/B07WZT643Q/ref=zg_bs_pc_79?_encoding=UTF8&psc=1&refRID=X1J7Z8KRA848A5MWM7DM,4.6 out of 5 stars,$39.99 ,712
1615398551-15885,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Amazon Devices & Accessories,https://www.amazon.com/Best-Sellers/zgbs/amazon-devices/ref=zg_bs_nav_0,#94,"https://images-na.ssl-images-amazon.com/images/I/31kNSS9JdML._AC_UL200_SR200,200_.jpg",Echo Dot (3rd Gen) - Smart speaker with Alexa - Sandstone Sengled Bluetooth bulb,2,https://www.amazon.com/Best-Sellers/zgbs/amazon-devices/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Echo-Dot-3rd-Gen-Sandstone/dp/B08F911FQP/ref=zg_bs_amazon-devices_94?_encoding=UTF8&psc=1&refRID=T2E9GNJR8J9CHWVN38J4,4.8 out of 5 stars,$39.99 ,994
1615398477-15282,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Camera & Photo,https://www.amazon.com/best-sellers-camera-photo/zgbs/photo/ref=zg_bs_nav_0,#53,"https://images-na.ssl-images-amazon.com/images/I/51M7meD33sL._AC_UL200_SR200,200_.jpg","eufy Security 2K Indoor Cam, Plug-in Security Indoor Camera with Wi-Fi, IP Camera,Human and…",2,https://www.amazon.com/best-sellers-camera-photo/zgbs/photo/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/eufy-Security-Assistants-HomeBase-Required/dp/B08571VZ3Q/ref=zg_bs_photo_53?_encoding=UTF8&psc=1&refRID=1283BKRJF5B2QE1KFS7Z,4.6 out of 5 stars,$39.99 ,"2,713"
1615398477-15294,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Camera & Photo,https://www.amazon.com/best-sellers-camera-photo/zgbs/photo/ref=zg_bs_nav_0,#64,"https://images-na.ssl-images-amazon.com/images/I/61Udqm-Ba1L._AC_UL200_SR200,200_.jpg","Security Camera Indoor, Goowls 2-Pack 1080p HD 2.4GHz WiFi Plug-in IP Camera for Home…",2,https://www.amazon.com/best-sellers-camera-photo/zgbs/photo/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Security-Goowls-Monitor-Detection-Compatible/dp/B0878Z9DS8/ref=zg_bs_photo_64?_encoding=UTF8&psc=1&refRID=1283BKRJF5B2QE1KFS7Z,4.1 out of 5 stars,$39.99 ,"2,754"
1615398551-15868,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Amazon Devices & Accessories,https://www.amazon.com/Best-Sellers/zgbs/amazon-devices/ref=zg_bs_nav_0,#77,"https://images-na.ssl-images-amazon.com/images/I/41TCwJH-ZAL._AC_UL200_SR200,200_.jpg",Echo Dot (3rd Gen) - Smart speaker with Alexa - Charcoal with Sengled Bluetooth bulb,2,https://www.amazon.com/Best-Sellers/zgbs/amazon-devices/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Echo-Dot-3rd-Gen-Bluetooth/dp/B08F8RQ469/ref=zg_bs_amazon-devices_77?_encoding=UTF8&psc=1&refRID=T2E9GNJR8J9CHWVN38J4,4.7 out of 5 stars,$39.99 ,"3,243"
1615398551-15865,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Amazon Devices & Accessories,https://www.amazon.com/Best-Sellers/zgbs/amazon-devices/ref=zg_bs_nav_0,#74,"https://images-na.ssl-images-amazon.com/images/I/A1QzgCiXlbL._AC_UL200_SR200,200_.jpg","Kindle Oasis Water-Safe Fabric Cover, Charcoal Black",2,https://www.amazon.com/Best-Sellers/zgbs/amazon-devices/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Kindle-Oasis-Water-Safe-Fabric-Charcoal/dp/B079BG3LQF/ref=zg_bs_amazon-devices_74?_encoding=UTF8&psc=1&refRID=T2E9GNJR8J9CHWVN38J4,4.6 out of 5 stars,$39.99 ,"4,702"
1615398477-15323,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Camera & Photo,https://www.amazon.com/best-sellers-camera-photo/zgbs/photo/ref=zg_bs_nav_0,#93,"https://images-na.ssl-images-amazon.com/images/I/61W33AVgkGL._AC_UL200_SR200,200_.jpg",Security Camera 1080P WiFi Dog Pet Camera - KAMTRON Wireless Indoor Pan/Tilt/Zoom Home…,2,https://www.amazon.com/best-sellers-camera-photo/zgbs/photo/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Security-Camera-1080P-WiFi-Pet/dp/B07G6YV6VL/ref=zg_bs_photo_93?_encoding=UTF8&psc=1&refRID=1283BKRJF5B2QE1KFS7Z,4.4 out of 5 stars,$39.99 ,"7,671"
1615398512-15561,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Automotive,https://www.amazon.com/Best-Sellers-Automotive/zgbs/automotive/ref=zg_bs_nav_0,#76,"https://images-na.ssl-images-amazon.com/images/I/71SSuvOuxtL._AC_UL200_SR200,200_.jpg","Fahren 9005/HB3 LED Headlight Bulbs, 60W 10000 Lumens Super Bright LED Headlights…",2,https://www.amazon.com/Best-Sellers-Automotive/zgbs/automotive/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Fahren-Headlight-Headlights-Conversion-Waterproof/dp/B07NPMMNR3/ref=zg_bs_automotive_76?_encoding=UTF8&psc=1&refRID=GW9JYTTYF32GE4PTC8M5,4.6 out of 5 stars,$39.99 ,"12,753"
1615398551-15843,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Amazon Devices & Accessories,https://www.amazon.com/Best-Sellers/zgbs/amazon-devices/ref=zg_bs_nav_0,#53,"https://images-na.ssl-images-amazon.com/images/I/61vW7KQYIEL._AC_UL200_SR200,200_.jpg",Kindle Paperwhite Leather Cover (10th Generation-2018),2,https://www.amazon.com/Best-Sellers/zgbs/amazon-devices/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/All-New-Kindle-Paperwhite-Leather-Generation-2018/dp/B078TMTLB8/ref=zg_bs_amazon-devices_53?_encoding=UTF8&psc=1&refRID=T2E9GNJR8J9CHWVN38J4,4.7 out of 5 stars,$39.99 ,"17,331"
1615398291-13953,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Video Games,https://www.amazon.com/best-sellers-video-games/zgbs/videogames/ref=zg_bs_nav_0,#99,"https://images-na.ssl-images-amazon.com/images/I/61QIMDB3YTL._AC_UL200_SR200,200_.jpg",Razer Kraken X Ultralight Gaming Headset: 7.1 Surround Sound - Lightweight Aluminum Frame…,2,https://www.amazon.com/best-sellers-video-games/zgbs/videogames/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Razer-Kraken-Ultralight-Gaming-Headset/dp/B07RMC5BRL/ref=zg_bs_videogames_99?_encoding=UTF8&psc=1&refRID=4GEFT439K9V9Q28T3JB7,4.4 out of 5 stars,$39.99 ,"17,532"
1615398422-14907,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Gift Cards,https://www.amazon.com/Best-Sellers-Gift-Cards/zgbs/gift-cards/ref=zg_bs_nav_0,#85,"https://images-na.ssl-images-amazon.com/images/I/41g1u7SJubL._AC_UL200_SR200,200_.jpg","Starbucks Gift Cards, Multipack of 4",2,https://www.amazon.com/Best-Sellers-Gift-Cards/zgbs/gift-cards/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Starbucks-Gift-Cards-Multipack-10/dp/B00FTGTM5E/ref=zg_bs_gift-cards_85?_encoding=UTF8&psc=1&refRID=A52B4SRKNJVP1N6G1DY9,4.9 out of 5 stars,$40.00 ,"6,575"
1615398345-14350,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Office Products,https://www.amazon.com/Best-Sellers-Office-Products/zgbs/office-products/ref=zg_bs_nav_0,#88,"https://images-na.ssl-images-amazon.com/images/I/71uqmS--ZfL._AC_UL200_SR200,200_.jpg",HP 910XL | Ink Cartridge | Black | 3YL65AN,2,https://www.amazon.com/Best-Sellers-Office-Products/zgbs/office-products/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/HP-910XL-Original-Cartridge-3YL65AN/dp/B07N3FYTW5/ref=zg_bs_office-products_88?_encoding=UTF8&psc=1&refRID=MY6ET4WAEYGAC9GRPZY8,4.7 out of 5 stars,$40.89 ,"5,554"
1615398435-15008,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Electronics,https://www.amazon.com/Best-Sellers-Electronics/zgbs/electronics/ref=zg_bs_nav_0,#84,"https://images-na.ssl-images-amazon.com/images/I/81bYi8n1YxL._AC_UL200_SR200,200_.jpg",Roku Streaming Stick plus | 4K/HDR/HD Streaming Player with 4X The Wireless Range & Voice…,2,https://www.amazon.com/Best-Sellers-Electronics/zgbs/electronics/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Roku-Streaming-Stick-Wireless-Renewed/dp/B0779JNY8H/ref=zg_bs_electronics_84?_encoding=UTF8&psc=1&refRID=RP43F6J7MXWE8KYRCXKC,4.6 out of 5 stars,$40.99 ,"6,629"
1615398477-15286,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Camera & Photo,https://www.amazon.com/best-sellers-camera-photo/zgbs/photo/ref=zg_bs_nav_0,#56,"https://images-na.ssl-images-amazon.com/images/I/71lV3Rlx3DL._AC_UL200_SR200,200_.jpg",Wireless Outdoor Security Camera 1080P Rechargeable Battery Powered WiFi Camera with…,2,https://www.amazon.com/best-sellers-camera-photo/zgbs/photo/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Wireless-Security-Rechargeable-Detection-Weatherproof/dp/B08CVPYCPR/ref=zg_bs_photo_56?_encoding=UTF8&psc=1&refRID=1283BKRJF5B2QE1KFS7Z,4.1 out of 5 stars,$41.64 ,946
1615398525-15648,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,"Arts, Crafts & Sewing",https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing/zgbs/arts-crafts/ref=zg_bs_nav_0,#61,"https://images-na.ssl-images-amazon.com/images/I/61-5BuXF3rL._AC_UL200_SR200,200_.jpg",Luna Bean Keepsake Hands Casting Kit | DIY Plaster Statue Molding Kit | Hand Holding Craft…,2,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing/zgbs/arts-crafts/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Luna-Bean-KEEPSAKE-Plaster-Materials/dp/B01E4LWBLQ/ref=zg_bs_arts-crafts_61?_encoding=UTF8&psc=1&refRID=C196XMRPK62KMEZATB4M,4.7 out of 5 stars,$42.95 ,"13,434"
1615398458-15149,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Collectible Currencies,https://www.amazon.com/Best-Sellers-Collectible-Coins/zgbs/coins/ref=zg_bs_nav_0,#72,"https://images-na.ssl-images-amazon.com/images/I/71gnrXhekpL._AC_UL200_SR200,200_.jpg",1988 CA - Present (Random Year) Canada 1oz Silver Maple Leaf $5 Brilliant Uncirculated w…,2,https://www.amazon.com/Best-Sellers-Collectible-Coins/zgbs/coins/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/1988-Present-Silver-Brilliant-Uncirculated/dp/B07L45VNWT/ref=zg_bs_coins_72?_encoding=UTF8&psc=1&refRID=1P9A464YMVA3DJ65ATVV,4.8 out of 5 stars,$44.28 ,112
1615398373-14561,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Kitchen & Dining,https://www.amazon.com/Best-Sellers-Kitchen-Dining/zgbs/kitchen/ref=zg_bs_nav_0,#95,"https://images-na.ssl-images-amazon.com/images/I/91Rt7Xuk16L._AC_UL200_SR200,200_.jpg",Chef's Path Airtight Food Storage Container Set - 14 PC - Kitchen & Pantry Organization - BPA…,2,https://www.amazon.com/Best-Sellers-Kitchen-Dining/zgbs/kitchen/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Chefs-Path-Airtight-Storage-Container/dp/B0822KNQKT/ref=zg_bs_kitchen_95?_encoding=UTF8&psc=1&refRID=N5N51N73JG9HM9H57RQP,4.8 out of 5 stars,$44.97 ,"11,559"
1615398458-15154,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Collectible Currencies,https://www.amazon.com/Best-Sellers-Collectible-Coins/zgbs/coins/ref=zg_bs_nav_0,#77,"https://images-na.ssl-images-amazon.com/images/I/91iKxrkaQ5L._AC_UL200_SR200,200_.jpg",2013-S US Mint Proof Set,2,https://www.amazon.com/Best-Sellers-Collectible-Coins/zgbs/coins/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/2013-S-US-Mint-Proof-Set/dp/B00C77G2HE/ref=zg_bs_coins_77?_encoding=UTF8&psc=1&refRID=1P9A464YMVA3DJ65ATVV,4.7 out of 5 stars,$44.99 ,137
1615398352-14403,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Musical Instruments,https://www.amazon.com/Best-Sellers-Musical-Instruments/zgbs/musical-instruments/ref=zg_bs_nav_0,#90,"https://images-na.ssl-images-amazon.com/images/I/61vkUTqYq8L._AC_UL200_SR200,200_.jpg",UHF Wireless Microphone System Headset Mic/Stand Mic/Lavalier Lapel Mic with…,2,https://www.amazon.com/Best-Sellers-Musical-Instruments/zgbs/musical-instruments/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Wireless-Microphone-Rechargeable-Transmitter-Recording/dp/B082KGC61N/ref=zg_bs_musical-instruments_90?_encoding=UTF8&psc=1&refRID=5A761TFMFTBZH5N5DGT7,4.3 out of 5 stars,$44.99 ,"3,123"
1615398338-14281,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,"Patio, Lawn & Garden",https://www.amazon.com/Best-Sellers-Garden-Outdoor/zgbs/lawn-garden/ref=zg_bs_nav_0,#70,"https://images-na.ssl-images-amazon.com/images/I/617Up67YOUL._AC_UL200_SR200,200_.jpg",Sunnyglade 9' Patio Umbrella Outdoor Table Umbrella with 8 Sturdy Ribs (Beige),2,https://www.amazon.com/Best-Sellers-Garden-Outdoor/zgbs/lawn-garden/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Sunnyglade-Patio-Umbrella-Outdoor-Sturdy/dp/B07KXLQHF2/ref=zg_bs_lawn-garden_70?_encoding=UTF8&psc=1&refRID=RCHEAFPB4RCMXZK8WTZ0,4.5 out of 5 stars,$44.99 ,"20,696"
1615398373-14565,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Kitchen & Dining,https://www.amazon.com/Best-Sellers-Kitchen-Dining/zgbs/kitchen/ref=zg_bs_nav_0,#99,"https://images-na.ssl-images-amazon.com/images/I/81y3HTZHzKL._AC_UL200_SR200,200_.jpg","Hamilton Beach Food Processor & Vegetable Chopper for Slicing Shredding, Mincing, and…",2,https://www.amazon.com/Best-Sellers-Kitchen-Dining/zgbs/kitchen/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Hamilton-Beach-70730-Processor-Vegetable/dp/B008J8MJIQ/ref=zg_bs_kitchen_99?_encoding=UTF8&psc=1&refRID=N5N51N73JG9HM9H57RQP,4.6 out of 5 stars,$44.99 ,"20,991"
1615398435-14986,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Electronics,https://www.amazon.com/Best-Sellers-Electronics/zgbs/electronics/ref=zg_bs_nav_0,#62,"https://images-na.ssl-images-amazon.com/images/I/710ouXecJ1L._AC_UL200_SR200,200_.jpg","APEMAN Dash Cam 1080P FHD DVR Car Driving Recorder 3 Inch LCD Screen 170° Wide Angle, G…",2,https://www.amazon.com/Best-Sellers-Electronics/zgbs/electronics/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/APEMAN-Recorder-170%C2%B0Wide-Recording-Detection/dp/B07DLG9GFG/ref=zg_bs_electronics_62?_encoding=UTF8&psc=1&refRID=RP43F6J7MXWE8KYRCXKC,4.4 out of 5 stars,$44.99 ,"26,250"
1615398458-15134,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Collectible Currencies,https://www.amazon.com/Best-Sellers-Collectible-Coins/zgbs/coins/ref=zg_bs_nav_0,#57,"https://images-na.ssl-images-amazon.com/images/I/61-zMzUXApL._AC_UL200_SR200,200_.jpg",2021 American Eagle Silver Coin 1 oz 999 Fine Silver $1 Brilliant Uncirculated New,2,https://www.amazon.com/Best-Sellers-Collectible-Coins/zgbs/coins/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/American-Eagle-Silver-Brilliant-Uncirculated/dp/B08SP2MB3T/ref=zg_bs_coins_57?_encoding=UTF8&psc=1&refRID=1P9A464YMVA3DJ65ATVV,4.7 out of 5 stars,$45.95 ,26
1615398477-15308,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Camera & Photo,https://www.amazon.com/best-sellers-camera-photo/zgbs/photo/ref=zg_bs_nav_0,#78,"https://images-na.ssl-images-amazon.com/images/I/71jdftazCFL._AC_UL200_SR200,200_.jpg","20x50 High Power Military Binoculars, Compact HD Professional/Daily Waterproof Binoculars…",2,https://www.amazon.com/best-sellers-camera-photo/zgbs/photo/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Binoculars-Professional-Waterproof-Telescope-Football-BAK4/dp/B08KHCR1YF/ref=zg_bs_photo_78?_encoding=UTF8&psc=1&refRID=1283BKRJF5B2QE1KFS7Z,4.5 out of 5 stars,$46.00 ,"1,303"
1615398551-15880,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Amazon Devices & Accessories,https://www.amazon.com/Best-Sellers/zgbs/amazon-devices/ref=zg_bs_nav_0,#89,"https://images-na.ssl-images-amazon.com/images/I/61aiBqOMPAL._AC_UL200_SR200,200_.jpg",Echo Wall Clock - Disney Mickey Mouse Edition - see timers at a glance - requires compatible Echo…,2,https://www.amazon.com/Best-Sellers/zgbs/amazon-devices/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Echo-Wall-Clock-requires-compatible/dp/B07VZ2W7L4/ref=zg_bs_amazon-devices_89?_encoding=UTF8&psc=1&refRID=T2E9GNJR8J9CHWVN38J4,4.6 out of 5 stars,$46.99 ,"2,878"
1615398435-14975,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Electronics,https://www.amazon.com/Best-Sellers-Electronics/zgbs/electronics/ref=zg_bs_nav_0,#52,"https://images-na.ssl-images-amazon.com/images/I/41dQs8oZuWL._AC_UL200_SR200,200_.jpg",Apple 85W MagSafe 2 Power Adapter (for MacBook Pro with Retina Display),2,https://www.amazon.com/Best-Sellers-Electronics/zgbs/electronics/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Apple-MagSafe-Adapter-MacBook-display/dp/B008ALAAV0/ref=zg_bs_electronics_52?_encoding=UTF8&psc=1&refRID=RP43F6J7MXWE8KYRCXKC,4.7 out of 5 stars,$46.99 ,"5,150"
