web-scraper-order,web-scraper-start-url,topLevelCategory,topLevelCategory-href,rank,image-src,title,pages,pages-href,url,ratings,price,reviewCount
1615398525-15653,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,"Arts, Crafts & Sewing",https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing/zgbs/arts-crafts/ref=zg_bs_nav_0,#66,"https://images-na.ssl-images-amazon.com/images/I/81wJbbk3-CL._AC_UL200_SR200,200_.jpg","HeatnBond Hem Iron-On Adhesive, Super Weight, 3/4 Inch x 8 Yards, White",2,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing/zgbs/arts-crafts/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/HeatnBond-Iron-Adhesive-Super-Weight/dp/B000XZVXNK/ref=zg_bs_arts-crafts_66?_encoding=UTF8&psc=1&refRID=C196XMRPK62KMEZATB4M,4.5 out of 5 stars,$1.97 ,"7,515"
1615398551-15857,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Amazon Devices & Accessories,https://www.amazon.com/Best-Sellers/zgbs/amazon-devices/ref=zg_bs_nav_0,#66,"https://images-na.ssl-images-amazon.com/images/I/51DsAXMqUSL._AC_UL200_SR200,200_.jpg","Ring Spare Parts Kit for Floodlight Cam, Black",2,https://www.amazon.com/Best-Sellers/zgbs/amazon-devices/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Staging-Product-Not-Retail-Sale/dp/B084PFVML6/ref=zg_bs_amazon-devices_66?_encoding=UTF8&psc=1&refRID=T2E9GNJR8J9CHWVN38J4,4.8 out of 5 stars,$1.99 ,"1,812"
1615398458-15135,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Collectible Currencies,https://www.amazon.com/Best-Sellers-Collectible-Coins/zgbs/coins/ref=zg_bs_nav_0,#58,"https://images-na.ssl-images-amazon.com/images/I/61jfuI36d3L._AC_UL200_SR200,200_.jpg",2009 P Puerto Rico State Quarter Choice Uncirculated,2,https://www.amazon.com/Best-Sellers-Collectible-Coins/zgbs/coins/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Puerto-State-Quarter-Choice-Uncirculated/dp/B015V6U6UG/ref=zg_bs_coins_58?_encoding=UTF8&psc=1&refRID=1P9A464YMVA3DJ65ATVV,5.0 out of 5 stars,$2.37 ,12
1615398458-15129,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Collectible Currencies,https://www.amazon.com/Best-Sellers-Collectible-Coins/zgbs/coins/ref=zg_bs_nav_0,#53,"https://images-na.ssl-images-amazon.com/images/I/61eWMdwuRyL._AC_UL200_SR200,200_.jpg",2009 P American Samoa State Quarter Choice Uncirculated,2,https://www.amazon.com/Best-Sellers-Collectible-Coins/zgbs/coins/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/American-Samoa-Quarter-Choice-Uncirculated/dp/B015V6UEAI/ref=zg_bs_coins_53?_encoding=UTF8&psc=1&refRID=1P9A464YMVA3DJ65ATVV,4.9 out of 5 stars,$2.37 ,19
1615398387-14641,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Industrial & Scientific,https://www.amazon.com/Best-Sellers-Industrial-Scientific/zgbs/industrial/ref=zg_bs_nav_0,#74,"https://images-na.ssl-images-amazon.com/images/I/71AuTL5sJNL._AC_UL200_SR200,200_.jpg","Loctite Super Glue Gel Control, 4 Gram Bottle (1364076), Clear, Single",2,https://www.amazon.com/Best-Sellers-Industrial-Scientific/zgbs/industrial/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Loctite-Super-Control-Bottle-1364076/dp/B004MEXDH2/ref=zg_bs_industrial_74?_encoding=UTF8&psc=1&refRID=V98CPCQDZJMMRMV6KP0A,4.6 out of 5 stars,$2.86 ,"8,758"
1615398394-14686,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Home & Kitchen,https://www.amazon.com/Best-Sellers-Home-Kitchen/zgbs/home-garden/ref=zg_bs_nav_0,#68,"https://images-na.ssl-images-amazon.com/images/I/81LGyU2aZ3L._AC_UL200_SR200,200_.jpg",Reynolds Kitchens Slow Cooker Liners,2,https://www.amazon.com/Best-Sellers-Home-Kitchen/zgbs/home-garden/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Reynolds-Kitchens-Premium-Cooker-Liners/dp/B00IE76Q7M/ref=zg_bs_home-garden_68?_encoding=UTF8&psc=1&refRID=9JMBGWFH2SX6KJ3MZ4ZC,4.8 out of 5 stars,$2.98 ,"24,446"
1615398545-15815,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Amazon Launchpad,https://www.amazon.com/Best-Sellers-Amazon-Launchpad/zgbs/boost/ref=zg_bs_nav_0,#75,"https://images-na.ssl-images-amazon.com/images/I/818ZTKhMn9L._AC_UL200_SR200,200_.jpg","DUDE Wipes Flushable Wipes Dispenser, 48 Count (Pack of 1)",2,https://www.amazon.com/Best-Sellers-Amazon-Launchpad/zgbs/boost/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Dude-Products-Wipes-Flushable-Dispenser/dp/B00L1GHHV2/ref=zg_bs_boost_75?_encoding=UTF8&psc=1&refRID=9VMK1Z9D4VYF0D284K79,4.7 out of 5 stars,$2.98 ,"25,263"
1615398352-14396,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Musical Instruments,https://www.amazon.com/Best-Sellers-Musical-Instruments/zgbs/musical-instruments/ref=zg_bs_nav_0,#83,"https://images-na.ssl-images-amazon.com/images/I/61ThG2UpouL._AC_UL200_SR200,200_.jpg",Fender Strap Blocks (2 Pair),2,https://www.amazon.com/Best-Sellers-Musical-Instruments/zgbs/musical-instruments/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Fender-Strap-Blocks-2-Pair/dp/B00B5LDMH6/ref=zg_bs_musical-instruments_83?_encoding=UTF8&psc=1&refRID=5A761TFMFTBZH5N5DGT7,4.7 out of 5 stars,$2.99 ,"7,021"
1615398443-15064,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Digital Educational Resources,https://www.amazon.com/Best-Sellers/zgbs/digital-educational-resources/ref=zg_bs_nav_0,#89,"https://images-na.ssl-images-amazon.com/images/I/810dYgh3ekL._AC_UL200_SR200,200_.png",Acquired and Inherited Traits,2,https://www.amazon.com/Best-Sellers/zgbs/digital-educational-resources/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Acquired-and-Inherited-Traits/dp/B07WNF8DLQ/ref=zg_bs_digital-educational-resources_89?_encoding=UTF8&psc=1&refRID=T197TC3K645VXQHRRRQD,4.0 out of 5 stars,$3.00 ,6
1615398512-15568,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Automotive,https://www.amazon.com/Best-Sellers-Automotive/zgbs/automotive/ref=zg_bs_nav_0,#83,"https://images-na.ssl-images-amazon.com/images/I/61WlEn8kInL._AC_UL200_SR200,200_.jpg","CURT 21510 Trailer Hitch Pin & Clip with Vinyl-Coated Grip, 5/8-Inch Diameter, Fits 2-Inch…",2,https://www.amazon.com/Best-Sellers-Automotive/zgbs/automotive/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/CURT-21510-Vinyl-Coated-Diameter-Receiver/dp/B004C6OBBC/ref=zg_bs_automotive_83?_encoding=UTF8&psc=1&refRID=GW9JYTTYF32GE4PTC8M5,4.8 out of 5 stars,$3.08 ,"10,248"
1615398443-15070,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Digital Educational Resources,https://www.amazon.com/Best-Sellers/zgbs/digital-educational-resources/ref=zg_bs_nav_0,#95,"https://images-na.ssl-images-amazon.com/images/I/81fkIaUv0cL._AC_UL200_SR200,200_.png",Counting Coins Money,2,https://www.amazon.com/Best-Sellers/zgbs/digital-educational-resources/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Counting-Coins-Money/dp/B08DM715GK/ref=zg_bs_digital-educational-resources_95?_encoding=UTF8&psc=1&refRID=T197TC3K645VXQHRRRQD,5.0 out of 5 stars,$3.50 ,1
1615398512-15544,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Automotive,https://www.amazon.com/Best-Sellers-Automotive/zgbs/automotive/ref=zg_bs_nav_0,#59,"https://images-na.ssl-images-amazon.com/images/I/61CudAhNfuL._AC_UL200_SR200,200_.jpg",CRC BRAKLEEN Brake Parts Cleaner - Non-Flammable -19 Wt Oz (05089),2,https://www.amazon.com/Best-Sellers-Automotive/zgbs/automotive/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/CRC-05089-BRAKLEEN-Brake-Cleaner/dp/B000LDR9HI/ref=zg_bs_automotive_59?_encoding=UTF8&psc=1&refRID=GW9JYTTYF32GE4PTC8M5,4.8 out of 5 stars,$3.97 ,"9,716"
1615398525-15684,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,"Arts, Crafts & Sewing",https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing/zgbs/arts-crafts/ref=zg_bs_nav_0,#97,"https://images-na.ssl-images-amazon.com/images/I/61lamUcYmLL._AC_UL200_SR200,200_.jpg",Anpro 15 Pack Ring Size Adjuster- with 4 Sizes Clear Ring Sizer Resizer Fit for Loose Rings-Spiral…,2,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing/zgbs/arts-crafts/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Anpro-Adjuster-Resizer-Please-Picture/dp/B073FDFLSF/ref=zg_bs_arts-crafts_97?_encoding=UTF8&psc=1&refRID=C196XMRPK62KMEZATB4M,4.3 out of 5 stars,$3.99 ,"12,815"
1615398387-14654,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Industrial & Scientific,https://www.amazon.com/Best-Sellers-Industrial-Scientific/zgbs/industrial/ref=zg_bs_nav_0,#87,"https://images-na.ssl-images-amazon.com/images/I/71w3PA6K7WL._AC_UL200_SR200,200_.jpg","Amazon Brand - Solimo 91% Isopropyl Alcohol First Aid Antiseptic Spray Bottle, 10 Fluid Ounce",2,https://www.amazon.com/Best-Sellers-Industrial-Scientific/zgbs/industrial/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Amazon-Brand-Isopropyl-Alcohol-Antiseptic/dp/B07MVPHTN1/ref=zg_bs_industrial_87?_encoding=UTF8&psc=1&refRID=V98CPCQDZJMMRMV6KP0A,4.8 out of 5 stars,$4.20 ,"3,939"
1615398443-15072,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Digital Educational Resources,https://www.amazon.com/Best-Sellers/zgbs/digital-educational-resources/ref=zg_bs_nav_0,#97,"https://images-na.ssl-images-amazon.com/images/I/91rWW1-uOUL._AC_UL200_SR200,200_.png","Colonial Narrative Writing Project - (Social Studies, History, 3rd, 4th & 5th Grade Writing Prompt)",2,https://www.amazon.com/Best-Sellers/zgbs/digital-educational-resources/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Colonial-Narrative-Writing-Project-Studies/dp/B07XM4JK27/ref=zg_bs_digital-educational-resources_97?_encoding=UTF8&psc=1&refRID=T197TC3K645VXQHRRRQD,5.0 out of 5 stars,$4.25 ,1
1615398387-14664,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Industrial & Scientific,https://www.amazon.com/Best-Sellers-Industrial-Scientific/zgbs/industrial/ref=zg_bs_nav_0,#97,"https://images-na.ssl-images-amazon.com/images/I/81e1B2pKx9L._AC_UL200_SR200,200_.jpg","Alcohol Prep Pads | Medium 2-Ply - 200 Alcohol Wipes, individually wrapped Cotton Swabs |…",2,https://www.amazon.com/Best-Sellers-Industrial-Scientific/zgbs/industrial/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Alcohol-Prep-Pads-Medium-2-Ply/dp/B07SNVBPPY/ref=zg_bs_industrial_97?_encoding=UTF8&psc=1&refRID=V98CPCQDZJMMRMV6KP0A,4.7 out of 5 stars,$4.64 ,"2,884"
1615398545-15793,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Amazon Launchpad,https://www.amazon.com/Best-Sellers-Amazon-Launchpad/zgbs/boost/ref=zg_bs_nav_0,#54,"https://images-na.ssl-images-amazon.com/images/I/91GwG8ZMAdL._AC_UL200_SR200,200_.jpg",Hello Oral Care Activated Charcoal Teeth Whitening Fluoride Free and SLS Free…,2,https://www.amazon.com/Best-Sellers-Amazon-Launchpad/zgbs/boost/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Hello-Oral-Care-Activated-Toothpaste/dp/B076B8PX14/ref=zg_bs_boost_54?_encoding=UTF8&psc=1&refRID=9VMK1Z9D4VYF0D284K79,4.5 out of 5 stars,$4.82 ,"22,303"
1615398387-14639,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Industrial & Scientific,https://www.amazon.com/Best-Sellers-Industrial-Scientific/zgbs/industrial/ref=zg_bs_nav_0,#72,"https://images-na.ssl-images-amazon.com/images/I/51NnR-szBFL._AC_UL200_SR200,200_.jpg",Disposable Face Masks - 50 PCS - For Home & Office - 3-Ply Breathable & Comfortable Filter…,2,https://www.amazon.com/Best-Sellers-Industrial-Scientific/zgbs/industrial/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Disposable-Face-Masks-Breathable-Comfortable/dp/B084TQKLCC/ref=zg_bs_industrial_72?_encoding=UTF8&psc=1&refRID=V98CPCQDZJMMRMV6KP0A,4.5 out of 5 stars,$4.89 ,"43,260"
1615398408-14807,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Handmade Products,https://www.amazon.com/Best-Sellers-Handmade/zgbs/handmade/ref=zg_bs_nav_0,#87,"https://images-na.ssl-images-amazon.com/images/I/718%2BsOlWfsL._AC_UL200_SR200,200_.jpg",Personalized Wood Name Puzzle With Pegs & Custom Design - Toddler Name Puzzle For Girls…,2,https://www.amazon.com/Best-Sellers-Handmade/zgbs/handmade/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Personalized-Wood-Puzzle-Custom-Design/dp/B086WMGLV9/ref=zg_bs_handmade_87?_encoding=UTF8&psc=1&refRID=YJAYKYBVFBK0SAB82Z1Y,4.8 out of 5 stars,$4.90 ,171
1615398373-14522,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Kitchen & Dining,https://www.amazon.com/Best-Sellers-Kitchen-Dining/zgbs/kitchen/ref=zg_bs_nav_0,#56,"https://images-na.ssl-images-amazon.com/images/I/71%2BZA9A2CDL._AC_UL200_SR200,200_.jpg","Good Cook Touch High-Temp Hamburger Meat Chopper, Black",2,https://www.amazon.com/Best-Sellers-Kitchen-Dining/zgbs/kitchen/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Good-Cook-25739-High-Temp-Hamburger/dp/B00TTZGVSC/ref=zg_bs_kitchen_56?_encoding=UTF8&psc=1&refRID=N5N51N73JG9HM9H57RQP,4.8 out of 5 stars,$4.97 ,"18,679"
1615398512-15584,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Automotive,https://www.amazon.com/Best-Sellers-Automotive/zgbs/automotive/ref=zg_bs_nav_0,#99,"https://images-na.ssl-images-amazon.com/images/I/61YDnJV%2B-uL._AC_UL200_SR200,200_.jpg",HOUSE DAY Car Seat Headrest Hooks for Car Back Seat Organizer Hanger Storage Hook Car SUV…,2,https://www.amazon.com/Best-Sellers-Automotive/zgbs/automotive/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/HOUSE-DAY-Houseday-Headrest-Hooks/dp/B07Z5KV97J/ref=zg_bs_automotive_99?_encoding=UTF8&psc=1&refRID=GW9JYTTYF32GE4PTC8M5,4.4 out of 5 stars,$4.98 ,"9,501"
1615398305-14008,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Tools & Home Improvement,https://www.amazon.com/Best-Sellers-Home-Improvement/zgbs/hi/ref=zg_bs_nav_0,#53,"https://images-na.ssl-images-amazon.com/images/I/51Nzlq4r71L._AC_UL200_SR200,200_.jpg",Levi's Re-Usable Bandana Print Reversible Face Mask (Pack of 3),2,https://www.amazon.com/Best-Sellers-Home-Improvement/zgbs/hi/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Levis-Re-Usable-Bandana-Reversible-Orchid/dp/B08B9HCD52/ref=zg_bs_hi_53?_encoding=UTF8&psc=1&refRID=TKSKV30H98R6PGTZBXJ5,4.1 out of 5 stars,$4.99 ,"24,016"
1615398298-13979,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Toys & Games,https://www.amazon.com/Best-Sellers-Toys-Games/zgbs/toys-and-games/ref=zg_bs_nav_0,#74,"https://images-na.ssl-images-amazon.com/images/I/71Z2k3r2M6L._AC_UL200_SR200,200_.jpg",Cards Against Humanity: 90s Nostalgia Pack,2,https://www.amazon.com/Best-Sellers-Toys-Games/zgbs/toys-and-games/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Cards-Against-Humanity-Nostalgia-Pack/dp/B00JMN0FN8/ref=zg_bs_toys-and-games_74?_encoding=UTF8&psc=1&refRID=RB1RGF2YF4RRDM075R5D,4.7 out of 5 stars,$5.00 ,"6,457"
1615398305-14033,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Tools & Home Improvement,https://www.amazon.com/Best-Sellers-Home-Improvement/zgbs/hi/ref=zg_bs_nav_0,#77,"https://images-na.ssl-images-amazon.com/images/I/61ts1w4%2B25L._AC_UL200_SR200,200_.jpg",10Packs 4-Pin RGB LED Light Strip Connectors 10mm Unwired Gapless Solderless Adapter…,2,https://www.amazon.com/Best-Sellers-Home-Improvement/zgbs/hi/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Connectors-Solderless-Extension-Multicolor-Connector/dp/B07Y35MGWB/ref=zg_bs_hi_77?_encoding=UTF8&psc=1&refRID=TKSKV30H98R6PGTZBXJ5,4.2 out of 5 stars,$5.09 ,"16,401"
1615398525-15681,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,"Arts, Crafts & Sewing",https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing/zgbs/arts-crafts/ref=zg_bs_nav_0,#94,"https://images-na.ssl-images-amazon.com/images/I/81xP0M4wXuL._AC_UL200_SR200,200_.jpg","Mr. Pen- Safety Pins, Safety Pins Assorted, 300 Pack, Assorted Safety Pins, Safety Pin, Small…",2,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing/zgbs/arts-crafts/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Mr-Safety-Assorted-Small-Clothes/dp/B0892SWQB5/ref=zg_bs_arts-crafts_94?_encoding=UTF8&psc=1&refRID=C196XMRPK62KMEZATB4M,4.7 out of 5 stars,$5.25 ,"2,672"
1615398435-15010,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Electronics,https://www.amazon.com/Best-Sellers-Electronics/zgbs/electronics/ref=zg_bs_nav_0,#86,"https://images-na.ssl-images-amazon.com/images/I/6127iT76otL._AC_UL200_SR200,200_.jpg","12"" Inch Zip Ties White (100 Pack), 40lb Strength, Nylon Cable Wire Ties, By Bolt Dropper.",2,https://www.amazon.com/Best-Sellers-Electronics/zgbs/electronics/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/White-Strength-Nylon-Bolt-Dropper/dp/B06X1CKSD2/ref=zg_bs_electronics_86?_encoding=UTF8&psc=1&refRID=RP43F6J7MXWE8KYRCXKC,4.8 out of 5 stars,$5.49 ,"7,401"
1615398373-14544,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Kitchen & Dining,https://www.amazon.com/Best-Sellers-Kitchen-Dining/zgbs/kitchen/ref=zg_bs_nav_0,#78,"https://images-na.ssl-images-amazon.com/images/I/71yHnXNU55L._AC_UL200_SR200,200_.jpg","If You Care Parchment Baking Paper – 70 Sq Ft Roll - Unbleached, Chlorine Free, Greaseproof,…",2,https://www.amazon.com/Best-Sellers-Kitchen-Dining/zgbs/kitchen/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/CARE-Certified-Parchment-Baking-Paper/dp/B001T6JTMY/ref=zg_bs_kitchen_78?_encoding=UTF8&psc=1&refRID=N5N51N73JG9HM9H57RQP,4.7 out of 5 stars,$5.49 ,"7,954"
1615398470-15243,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Cell Phones & Accessories,https://www.amazon.com/Best-Sellers/zgbs/wireless/ref=zg_bs_nav_0,#64,"https://images-na.ssl-images-amazon.com/images/I/61gw9P-ehtL._AC_UL200_SR200,200_.jpg","JETech Screen Protector for iPhone 7/8, 4.7-Inch, Tempered Glass Film, 2-Pack",2,https://www.amazon.com/Best-Sellers/zgbs/wireless/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/JETech-Screen-Protector-4-7-Inch-Tempered/dp/B01KNVF4SI/ref=zg_bs_wireless_64?_encoding=UTF8&psc=1&refRID=1THV2TZPVXAPF0V3PCGK,4.5 out of 5 stars,$5.95 ,"110,181"
1615398525-15685,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,"Arts, Crafts & Sewing",https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing/zgbs/arts-crafts/ref=zg_bs_nav_0,#98,"https://images-na.ssl-images-amazon.com/images/I/91txFoQupzL._AC_UL200_SR200,200_.jpg",ZEFFFKA Premium Quality Denim Iron-on Jean Patches Inside & Outside Strongest Glue 100%…,2,https://www.amazon.com/Best-Sellers-Arts-Crafts-Sewing/zgbs/arts-crafts/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/ZEFFFKA-Premium-Quality-Patches-Shades/dp/B0716K2W1K/ref=zg_bs_arts-crafts_98?_encoding=UTF8&psc=1&refRID=C196XMRPK62KMEZATB4M,4.3 out of 5 stars,$5.99 ,"10,644"
1615398387-14640,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Industrial & Scientific,https://www.amazon.com/Best-Sellers-Industrial-Scientific/zgbs/industrial/ref=zg_bs_nav_0,#73,"https://images-na.ssl-images-amazon.com/images/I/71l%2BcZzw6kL._AC_UL200_SR200,200_.jpg","Shoe Goo Repair Adhesive for Fixing Worn Shoes or Boots, Clear, 3.7 Oz",2,https://www.amazon.com/Best-Sellers-Industrial-Scientific/zgbs/industrial/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Repair-Adhesive-Fixing-Shoes-3-7-Ounce/dp/B002L9AL84/ref=zg_bs_industrial_73?_encoding=UTF8&psc=1&refRID=V98CPCQDZJMMRMV6KP0A,4.5 out of 5 stars,$5.99 ,"19,811"
1615398318-14150,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Sports & Outdoors,https://www.amazon.com/Best-Sellers-Sports-Outdoors/zgbs/sporting-goods/ref=zg_bs_nav_0,#92,"https://images-na.ssl-images-amazon.com/images/I/41aeQ60Y03L._AC_UL200_SR200,200_.jpg",OXO Good Grips Bottle Brush,2,https://www.amazon.com/Best-Sellers-Sports-Outdoors/zgbs/sporting-goods/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/OXO-Good-Grips-Bottle-Brush/dp/B00004OCLJ/ref=zg_bs_sporting-goods_92?_encoding=UTF8&psc=1&refRID=3MEKJJVEZ65BCE8QN0XM,4.6 out of 5 stars,$5.99 ,"21,247"
1615398470-15254,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Cell Phones & Accessories,https://www.amazon.com/Best-Sellers/zgbs/wireless/ref=zg_bs_nav_0,#75,"https://images-na.ssl-images-amazon.com/images/I/61bIjX7sYfL._AC_UL200_SR200,200_.jpg","Trianium (3 Packs) Screen Protector Designed for Apple iPhone 11 and iPhone XR (6.1"" 2018)…",2,https://www.amazon.com/Best-Sellers/zgbs/wireless/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Trianium-Protector-Designed-Installation-Alignment/dp/B07FNYD5RQ/ref=zg_bs_wireless_75?_encoding=UTF8&psc=1&refRID=1THV2TZPVXAPF0V3PCGK,4.6 out of 5 stars,$5.99 ,"54,713"
1615398401-14761,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Health & Household,https://www.amazon.com/Best-Sellers-Health-Personal-Care/zgbs/hpc/ref=zg_bs_nav_0,#92,"https://images-na.ssl-images-amazon.com/images/I/810VU2PDlNL._AC_UL200_SR200,200_.jpg",LiCB CR2032 3V Lithium Battery(10-Pack),2,https://www.amazon.com/Best-Sellers-Health-Personal-Care/zgbs/hpc/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/LiCB-CR2032-Lithium-Battery-10-Pack/dp/B071D4DKTZ/ref=zg_bs_hpc_92?_encoding=UTF8&psc=1&refRID=JKWMK2ZCAJS6YJRFGVMV,4.6 out of 5 stars,$5.99 ,"65,899"
1615398401-14727,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Health & Household,https://www.amazon.com/Best-Sellers-Health-Personal-Care/zgbs/hpc/ref=zg_bs_nav_0,#58,"https://images-na.ssl-images-amazon.com/images/I/81vNiROdiIL._AC_UL200_SR200,200_.jpg","Listerine Total Care Anticavity Fluoride Mouthwash, 6 Benefit Mouthwash to Help Kill…",2,https://www.amazon.com/Best-Sellers-Health-Personal-Care/zgbs/hpc/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Listerine-Anticavity-Mouthwash-Fluoride-Packaging/dp/B00495Q5OW/ref=zg_bs_hpc_58?_encoding=UTF8&psc=1&refRID=JKWMK2ZCAJS6YJRFGVMV,4.8 out of 5 stars,$6.12 ,"34,987"
1615398512-15554,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Automotive,https://www.amazon.com/Best-Sellers-Automotive/zgbs/automotive/ref=zg_bs_nav_0,#69,"https://images-na.ssl-images-amazon.com/images/I/81svi1wQO5L._AC_UL200_SR200,200_.jpg","Meguiar's X2000 Water Magnet Microfiber Drying Towel, 1 Pack",2,https://www.amazon.com/Best-Sellers-Automotive/zgbs/automotive/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/Meguiars-X2000-Magnet-Microfiber-Drying/dp/B0009IQZFM/ref=zg_bs_automotive_69?_encoding=UTF8&psc=1&refRID=GW9JYTTYF32GE4PTC8M5,4.6 out of 5 stars,$6.31 ,"8,942"
1615398470-15229,https://www.amazon.com/Best-Sellers/zgbs/ref=zg_bs_unv_t_0_t_1,Cell Phones & Accessories,https://www.amazon.com/Best-Sellers/zgbs/wireless/ref=zg_bs_nav_0,#51,"https://images-na.ssl-images-amazon.com/images/I/712oqJcD2oL._AC_UL200_SR200,200_.jpg","JETech Privacy Screen Protector for iPhone 11 and iPhone XR 6.1-Inch, Anti Spy Tempered Glass…",2,https://www.amazon.com/Best-Sellers/zgbs/wireless/ref=zg_bs_pg_2?_encoding=UTF8&pg=2,/JETech-Privacy-Protector-Tempered-6-1-Inch/dp/B07NXSXJ83/ref=zg_bs_wireless_51?_encoding=UTF8&psc=1&refRID=1THV2TZPVXAPF0V3PCGK,4.6 out of 5 stars,$6.78 ,"16,193"
